Iteration,F1-Score,Accuracy,Specificity,Recall,Precision
1,0.4004952907562256,0.9851350784301758,0.9928786158561707,0.41066065430641174,0.43220460414886475
2,0.40401491522789,0.9852293133735657,0.9931220412254333,0.3993735611438751,0.4343236982822418
3,0.4094158113002777,0.985102653503418,0.9928649067878723,0.4092051088809967,0.43177923560142517
