Iteration,F1-Score,Accuracy,Specificity,Recall,Precision
1,0.5897684693336487,0.997219443321228,0.9987235069274902,0.5938426852226257,0.6403210163116455
2,0.6321188807487488,0.9977545738220215,0.9992831945419312,0.5903579592704773,0.7486550211906433
3,0.6461368799209595,0.9977466464042664,0.9991888999938965,0.6136586666107178,0.7296463251113892
4,0.6421274542808533,0.9976749420166016,0.999136745929718,0.6104687452316284,0.7181129455566406
5,0.6437198519706726,0.997750461101532,0.9992694854736328,0.5963826179504395,0.7454993724822998
