Epoch,Train Loss,Train Unlabel Loss,Validation Loss
1,0.6104296107445993,1.2982414465684158,0.538904584116406
2,0.455997520877469,0.4733421399043157,0.51815698047479
3,0.3640922023404029,0.23093409607043633,0.49896277321709526
4,0.32029080583203223,0.15050890296697617,0.5117900884813733
5,0.3027724720778004,0.11551425795142467,0.48924825423293644
6,0.312862007271859,0.11379570960998535,0.4832563665178087
7,0.298924869491208,0.08958709967824129,0.49341055585278404
8,0.27387137624525254,0.068891471481094,0.4778093563185798
9,0.26904458220927946,0.08146824209162822,0.4547548492749532
10,0.26332883344542596,0.06413417048752308,0.4516402615441216
11,0.25681508116183743,0.04868069434395203,0.430858067340321
12,0.2516981573835496,0.05059384422806593,0.48424280020925736
13,0.2517740506318308,0.04866664795061717,0.45132270952065784
14,0.24890629466502898,0.04672606521500991,0.463369694021013
15,0.2511651565951686,0.04262359063499249,0.434002364675204
16,0.24320842094959752,0.0379415686457203,0.42216181920634377
17,0.2386275988432669,0.03800477315313541,0.42000363767147064
18,0.24511680679936562,0.034659430040762974,0.44200777841938865
19,0.23386335363311153,0.03190169423245467,0.41730644802252453
20,0.23342731633493977,0.030104786816697853,0.42074356145328945
21,0.22943182270373066,0.029304197072409666,0.4166476974884669
22,0.22954731852777543,0.034500526178341644,0.43253269294897717
23,0.2310361897753131,0.03136284709549867,0.39486174782117206
24,0.22767621778672742,0.023589289295845306,0.41202254262235427
25,0.22417096014945737,0.02930892642873984,0.408968244989713
26,0.22262645133080022,0.02534651504829526,0.43950871295399135
27,0.22342572577538028,0.022843563348914568,0.39897355768415665
28,0.22068031314880618,0.034371051894357574,0.4324876136249966
29,0.2285434413340784,0.024661124597948333,0.41236762868033516
30,0.22023466354416263,0.02718696345646794,0.3954838067293167
31,0.22001280303924314,0.01815308866879115,0.38293474747074974
32,0.21338589393323468,0.020265507912979677,0.3663847827249103
33,0.2145440689979061,0.015486675765938485,0.367009865740935
34,0.20974600728481047,0.018527079137185445,0.3748789247539308
35,0.21003820213579363,0.01832856868322079,0.4206632243262397
36,0.21461333786287615,0.01953929140447424,0.3886901835600535
37,0.20998060895550635,0.013047516704178773,0.3952855318784714
38,0.21014529216674066,0.0186853877770213,0.36229337255160016
39,0.20609266142691335,0.017798625398427248,0.4115726119942135
40,0.2123852442349157,0.013167548161716416,0.37323163118627334
41,0.2049750192511466,0.01460734188843232,0.37598300476868945
42,0.20513944222081093,0.014905548443158086,0.36272428433100384
43,0.2027916346826861,0.01031307872528067,0.36301174925433266
44,0.20258413514783305,0.012758891710724968,0.3700457380877601
45,0.20099646064542956,0.012252314979783617,0.3400391729341613
46,0.20016581310379888,0.010215090399679657,0.34812505046526593
47,0.2003954061577397,0.010257369251205371,0.3672029458814197
48,0.20139399632330865,0.01050531380953124,0.44652576247851056
49,0.20224695032642734,0.010339019329358752,0.33675766073995167
50,0.19834985848396056,0.010401814026184952,0.3252736371424463
51,0.19749441627533204,0.011292571388185024,0.3566933340496487
52,0.198075226237697,0.014179496237864861,0.3693554773926735
53,0.2004453884017083,0.013879051954986957,0.34214309023486245
54,0.19782730985072353,0.0095441278285132,0.3489875677559111
55,0.196693080471408,0.011209233882478797,0.36229130294587875
56,0.19648276836641373,0.010959074922049275,0.33859948068857193
57,0.19693689596268438,0.008812123537063598,0.39097633957862854
58,0.1973778998659503,0.010918362451215776,0.35903626100884545
59,0.19594299706720536,0.011773747829003976,0.3614829613102807
60,0.19806049321928332,0.010456272239725176,0.3522610349787606
61,0.1950761467218399,0.009373631679381315,0.33986735923422706
62,0.1947123864004689,0.011218515693998107,0.35526813235547805
63,0.19450554030556833,0.006900040672805446,0.3270773995253775
64,0.1936010229010736,0.007216232305822464,0.3447903220852216
65,0.19365627756041864,0.006949417113971252,0.3360329692562421
66,0.19338295315542528,0.007305658554944854,0.31464524732695687
67,0.19252722186426963,0.006014824656841273,0.31600139786799747
68,0.19069814518574746,0.005975352061124375,0.33124812030129963
69,0.19112238585948943,0.006499640186890387,0.3490019804901547
70,0.1926150026821321,0.007288647923045433,0.3372356808847851
71,0.19110506609562905,0.00489924643905117,0.3358077241314782
72,0.1904950495689146,0.00894345914443525,0.3621707674529817
73,0.19184938265431312,0.005333790100681094,0.3358719266123242
74,0.19010189944697964,0.006780592681696782,0.32511449025736916
75,0.19100643915514792,0.005900387890422,0.3308368863330947
76,0.18940203584009602,0.007360258660852336,0.3282656735844082
77,0.19084497834405592,0.007886807117252969,0.32016917483674157
78,0.19011356965188056,0.00484813701433058,0.3179290269811948
79,0.18986444675153302,0.007913155448981203,0.33382360802756417
80,0.19187051461588953,0.0069523368102426715,0.4510680072837406
81,0.19484791524948614,0.007251688983076467,0.3296726842721303
82,0.18909960975570064,0.005417550643547796,0.32158233639266753
83,0.18759070384886958,0.004756799128909524,0.32208117097616196
84,0.18909539974504902,0.005969259568239347,0.33106901827785706
85,0.18873605535876367,0.005343528620253962,0.320928451915582
86,0.18803146769923548,0.0049367002686127445,0.31819991436269546
87,0.18693438268476917,0.005509939605298524,0.3371243675549825
88,0.18824578129476116,0.0050575382129933975,0.32520827899376553
89,0.1880108283412072,0.007070315072241311,0.3529520837797059
90,0.1903282687548668,0.005195586352895659,0.3219887614250183
91,0.18644643425941468,0.004034587404189201,0.3159119362632434
92,0.18675615941324542,0.005636371063211789,0.31721396495898563
93,0.18637433532745606,0.007690767650134289,0.3711245473888185
94,0.19877136243927862,0.00817004525496696,0.32738009923034245
95,0.18880069044328504,0.006762298603112308,0.3284340120024151
96,0.18715048778441645,0.007312289204520102,0.31652552551693386
97,0.18680789778309484,0.004653738842059213,0.3041055351495743
98,0.18516178054194296,0.004119628624847302,0.3311716806557443
99,0.1848213912017884,0.005247078325527792,0.31873930907911724
100,0.18525766191944,0.0051433447882748,0.3202083359162013
101,0.1864937399664233,0.004605882082922528,0.32434046434031594
102,0.18627891463618124,0.004210454159272978,0.32490385323762894
103,0.18603457914244745,0.004026060519166864,0.3161507695913315
104,0.18511875098751437,0.004752144874789967,0.32055752641624874
105,0.18484070531783564,0.004002655773925093,0.3144604166348775
106,0.18417180065185793,0.003290343647285436,0.3220403947763973
107,0.18389816812930568,0.004548293321679991,0.3183308235473103
108,0.18405702104491573,0.004966761610613993,0.3329170197248459
109,0.1851955811823568,0.004191215847654698,0.31750931590795517
110,0.18381378410323973,0.0036538968158241073,0.3232203738556968
111,0.18494163665079302,0.006150665010612171,0.3415399905708101
112,0.1862858662682195,0.0045580884674564,0.31301716301176286
113,0.18426658914935204,0.003536892373365565,0.3127690570222007
114,0.18380581092449927,0.004230214200484065,0.3646303647094303
115,0.18624186842672286,0.005069710312482829,0.3298235394888454
116,0.1838803134618267,0.0031738561873610777,0.31384693996773827
117,0.18265053908671103,0.004668304384148752,0.3475797532333268
118,0.1859914263409953,0.005575327002085172,0.3038454271025128
119,0.18507115610184208,0.003751827758521988,0.3082486482130157
120,0.1840628090404695,0.0037970731205020387,0.313499107129044
121,0.1842295975454392,0.0035328675348025103,0.32238691217369503
122,0.18310091082126864,0.003983190528546962,0.3085540094309383
123,0.18312406655280822,0.0027958690529116073,0.32105479058292175
124,0.18156843300788633,0.0029164784444639315,0.3028941816753811
125,0.18240944464360515,0.0037581113274567403,0.3258419848150677
126,0.18213597584155297,0.003066750926574549,0.3105330914258957
127,0.18219471544988694,0.004010815421441713,0.340645211438338
128,0.18217567388088474,0.006370271375187888,0.33012241621812183
129,0.1840136145391772,0.0034159517282834994,0.30468962258762783
130,0.1818608662774486,0.004979145245698209,0.3188731264736917
131,0.18188264244987118,0.002822983681331747,0.3062924982772933
132,0.18120747122072403,0.0028040343635858823,0.32840265499220955
133,0.1810122274583386,0.006314561277842866,0.33868084102869034
134,0.18360301515748423,0.0038386962913836424,0.32039987709787154
135,0.18236456821041722,0.004774560518741894,0.31155337558852303
136,0.18171198541118253,0.0032849040867474217,0.3318626566065682
137,0.181732383466536,0.0025915061119191635,0.3208913960390621
138,0.18086951471144153,0.002858860505064233,0.314939274556107
139,0.18064052145327292,0.0029654494701669767,0.321353394124243
140,0.18100917916144094,0.00439593660681007,0.32272371649742126
141,0.18309842521144498,0.005849557128161765,0.3569457746214337
142,0.1829709203012528,0.003146921734039027,0.30783144053485656
143,0.17944150230576916,0.002643874375364528,0.3235973161127832
144,0.1796957484176082,0.002445911104307295,0.3098946669035488
145,0.1798272559719701,0.004850689031613561,0.3345069992873404
146,0.18070100132496125,0.0032405289248205148,0.318156269689401
147,0.1814947061961697,0.002844282721455854,0.3083222549822595
148,0.17928604483604432,0.0033475956691500657,0.32285936756266487
149,0.1801484804960989,0.00280996249952855,0.3042728967136807
150,0.18026745386662021,0.002804328424211305,0.3134890173872312
151,0.18014804528605555,0.003121932934468182,0.32149698999192977
152,0.18056107499907093,0.003034667207751996,0.2999212725294961
153,0.18031804378955596,0.0031142814049067405,0.3245101720094681
154,0.18006969228867561,0.0025446427489021935,0.3138424547182189
155,0.17896843600657678,0.005021841869725345,0.3442281484603882
156,0.18375546105446355,0.0035064728214190557,0.3126915552549892
157,0.18050921097878486,0.0036721376075337714,0.3011480122804642
158,0.18082810822994477,0.0026909152972691046,0.3317464722527398
159,0.17931764644961204,0.003000966139818327,0.3134212725692325
160,0.1795751718744155,0.0035029411477108413,0.3164479649729199
161,0.17970388945071927,0.0022213599268490307,0.3055010231004821
162,0.1792224617735032,0.0030883927166891786,0.31922803653611076
