Epoch,Train Loss,Train Consistency Loss,Validation Loss
1,0.33578905982355917,0.09436684363146326,0.4290650751855638
2,0.2795422189658688,0.09076305084041696,0.4311779985825221
3,0.2742302214907062,0.09380813093105358,0.48649302621682483
4,0.27861033591531936,0.08515217027335024,0.4641097171439065
5,0.2714277003080614,0.078479844854394,0.4523136052820418
6,0.26216955233004785,0.07350161132305416,0.4507135185930464
7,0.25616946076193164,0.0764441819889332,0.42857687009705436
8,0.266702542766448,0.07893933897921399,0.4485211885637707
9,0.2552616799069989,0.07300150377759293,0.44435351424747044
10,0.24985987342173052,0.07051769555059832,0.44486789405345917
11,0.2508638097393897,0.0633408711639358,0.40112969279289246
12,0.23502115126579037,0.05605511192176769,0.43540501925680375
13,0.23114280143091756,0.05305796875548897,0.40619030760394204
14,0.23065969944000245,0.059300891916031266,0.3981287529071172
15,0.2431848350071138,0.05482730397315168,0.38831949565145707
16,0.22920707925673453,0.0547369539515296,0.425089783138699
17,0.22747218618469853,0.051274744654769326,0.3893268456061681
18,0.22176086037389695,0.0464729375080831,0.3848893849386109
19,0.21637384295463563,0.04355361154163951,0.3772451165649626
20,0.21361228218001704,0.04536039815909827,0.36223721752564114
21,0.21297394162224184,0.041365853496896685,0.38466548588540816
22,0.2102404933783316,0.038655206241380816,0.3644660661617915
23,0.20916185225209882,0.039636637654099895,0.3915550278292762
24,0.21001268519509222,0.0405450036554639,0.3614761614137226
25,0.2075880407325683,0.03496843793276531,0.36034200588862103
26,0.20395922257054236,0.034482443510596435,0.3483709403210216
27,0.20291556081464213,0.030970269730731623,0.32640455332067275
28,0.20170339874682888,0.030854601023802115,0.34466702077123856
29,0.20350474465277887,0.03211076118385614,0.34624622762203217
30,0.20046361069525442,0.030639153960814226,0.3419117099708981
31,0.20031614303588868,0.03510782361697795,0.34728627734714085
32,0.20211086744262327,0.027477317239477564,0.3391798718108071
33,0.197753968834877,0.030715337134341696,0.3636830432547463
34,0.1970279074484302,0.02982669541918075,0.32814238137669033
35,0.19544262011204996,0.02667631539724656,0.32975586089822984
36,0.19523967302614642,0.024533232604500962,0.3527526764406098
37,0.19397187079152753,0.025374213956407647,0.3251863701475991
38,0.19271324699924838,0.02747543909545265,0.33604111191299224
39,0.19401457857701085,0.02561047202003981,0.3360468058122529
40,0.19336834444153694,0.025597212002126137,0.3044707270132171
41,0.19128398222308005,0.02467195709138664,0.3225563665231069
42,0.19233719687308035,0.02606994760181032,0.3175591280062993
43,0.19023866913010998,0.023439123170144523,0.3051373056239552
44,0.1890570491552353,0.023158656002314232,0.32773468063937294
45,0.18888944310526695,0.025348474702505924,0.32922088272041744
46,0.1911144918011081,0.026040256051207657,0.33071774741013843
47,0.18875372871275872,0.023658877447136302,0.34024976938962936
48,0.1894504737469458,0.021391735314878067,0.30984485066599315
49,0.18919775255264776,0.024479518199700918,0.30441493292649585
50,0.1867946740119688,0.023863741252293336,0.3418758884072304
51,0.1865590367586382,0.02028442207557052,0.3295120323697726
52,0.18534878165491164,0.02155477427807984,0.30395473705397713
53,0.1887976497411728,0.026202157654090605,0.3270786793695556
54,0.18702665259761195,0.020471614938396127,0.3149254081977738
55,0.18395548164844513,0.020887409309064273,0.32951267063617706
56,0.18543817477841532,0.018488813928370155,0.3020847721232308
57,0.18360565996939135,0.028452399645501107,0.32476796292596394
58,0.19287993340722975,0.02571453455724378,0.30318760292397606
59,0.18599197537668288,0.019354394776051612,0.32508284598588943
60,0.18262056958290837,0.01950214260410684,0.3105378846327464
61,0.18259437218789132,0.019665610128596647,0.3092996941672431
62,0.18240315808403876,0.019128935800781892,0.3253483581874106
63,0.18222385577617153,0.018394755282953604,0.3364376591311561
64,0.18552460651243888,0.017805074911508987,0.295563372472922
65,0.18093191375655512,0.018603486968065377,0.29629016667604446
66,0.18043378764583218,0.019450058597626527,0.33176056543986004
67,0.1807842312320586,0.017888473902842893,0.30651387986209655
68,0.18068060480779216,0.019320973862351765,0.3367331922054291
69,0.17967818004469718,0.01626088723206698,0.31260210855139625
70,0.18021914410975673,0.018357239371693847,0.32831183738178676
71,0.1802703882417371,0.01872005836982558,0.30856115702125764
72,0.17971834540367126,0.01693246840263036,0.32583584305312896
73,0.17754298342812447,0.018918396265649083,0.3047650737894906
74,0.17795858950384202,0.016501099399443882,0.3325807750225067
75,0.17709568613959897,0.017016869573506403,0.307624463405874
76,0.17795249358300239,0.021786505349480838,0.33043408890565235
77,0.17981388905356008,0.01622651951776734,0.30852116975519395
78,0.17690199603957515,0.015182409810819733,0.3097443754474322
79,0.17866262389767554,0.027121838043207554,0.3737315303749508
80,0.185839397964939,0.01767055434522344,0.2967609307832188
81,0.17859354182597129,0.019252203710710826,0.3024306421478589
82,0.17605473918299522,0.01565373392859057,0.2957260807355245
83,0.174798527456099,0.015845056303512694,0.29185211575693554
84,0.17525396327818593,0.01638396162150511,0.3031602700551351
85,0.17545031770583122,0.014486509166769128,0.2994108200073242
86,0.17448157850773105,0.013974189000732419,0.2890341853102048
87,0.17388971274898898,0.014237953294346581,0.30421555704540676
88,0.17333749888404723,0.01531493585250938,0.30520033919148976
89,0.17248055396541473,0.013405086118171908,0.29154058380259407
90,0.17194943745290078,0.013242822995325967,0.2930789929297235
91,0.17145912695315577,0.014072141366830068,0.2966526531510883
92,0.17109521310175618,0.012771886509301058,0.3027327060699463
93,0.17261219582250042,0.014246311657297523,0.2887459703617626
94,0.171313250641669,0.012465176874521509,0.29368723763359916
95,0.17097145982327,0.01236653919401231,0.31323803547355866
96,0.170961592562737,0.012742483223885742,0.3002566173672676
97,0.1698933449483687,0.012316819912851301,0.28951603008641136
98,0.16930147755530572,0.013099090425547823,0.2981871035363939
99,0.17080633947926183,0.014313575978488174,0.3192575110329522
100,0.16977832403875168,0.011591207701712847,0.30681052555640537
101,0.1676415697220833,0.0117676283698529,0.300981133348412
102,0.16911447009732647,0.012223038613907437,0.29116469870011014
103,0.1675349994051841,0.014348295357411922,0.3266823887825012
104,0.17185483795981255,0.01276124440439379,0.2906368151307106
105,0.167718880984091,0.012211264340457186,0.28599831130769515
106,0.16645239639666773,0.011320790248130685,0.27550255838367677
107,0.16600726919789469,0.015130480202331917,0.3629659116268158
108,0.1680756308378712,0.01199473890323025,0.27307349029514527
109,0.1648959248296676,0.012258975648446314,0.29062821881638634
110,0.1667336958069955,0.011609831449589622,0.2971881685985459
111,0.1647616731543695,0.01223448203848814,0.29201612083448303
112,0.16472647651549308,0.011336199126081236,0.2867140654060576
113,0.16407874639957182,0.010297190401452914,0.28454432802067864
114,0.1644094596947393,0.01153314269300717,0.27653197364674675
115,0.16321856360281667,0.010876055897227418,0.29951952397823334
116,0.1628859430551529,0.010420878125882861,0.2854151452581088
117,0.16204450418872218,0.013053063567338595,0.29232488696773845
118,0.1633412390947342,0.011821669700152394,0.309459167222182
119,0.16446239284930692,0.01064616544589178,0.29313015358315575
120,0.16228859376522803,0.01070048260405215,0.30970336000124615
121,0.16116659583583956,0.009550869607352722,0.2758448227412171
122,0.16127424605431095,0.00998447065366738,0.2985690095358425
123,0.16012582009838475,0.020501151694846686,0.3501667372054524
124,0.16917824254881952,0.010884672563189446,0.2991089117195871
125,0.16207335591316224,0.009903014748732545,0.3010462241040336
126,0.15983918467836997,0.00954871704635113,0.2888077712721295
127,0.1621998704248859,0.010996637400239706,0.3097988950709502
128,0.15940699534070107,0.009857180382389186,0.3069780030184322
129,0.15882218681996868,0.010676722229917102,0.3157208470834626
130,0.16038926618714486,0.012449930324705679,0.29041437639130485
131,0.15885598073082585,0.00916633315717996,0.28355489174524945
132,0.15669818659943918,0.009296570251237101,0.29963187376658124
133,0.15644343812619485,0.0088646071128992,0.2977488992942704
134,0.15732852537785808,0.009486117817239086,0.29241319331857896
135,0.15718247332880575,0.009199631803516132,0.2791399425930447
136,0.15633749360999755,0.012435209193725639,0.3377055517501301
137,0.1610044507249709,0.011972821074357229,0.3149230339460903
138,0.1564597059642115,0.01102345124748883,0.32834843546152115
139,0.15573878317110001,0.008526690457183034,0.2981746714148257
140,0.15456545372163097,0.008532120092118631,0.30198097311788136
141,0.15447540802340354,0.009078754640337246,0.2758231514857875
142,0.15374406917441275,0.008794436995774063,0.29685396204392117
143,0.15345586629644517,0.008253778807068271,0.29527218970987534
144,0.15403306330403974,0.013905672168831772,0.3325239283343156
145,0.15892116936945147,0.008417085122400478,0.2912633421106471
146,0.15391198065011732,0.008086173332977429,0.29209810081455445
147,0.15333356328548925,0.008137004797471993,0.3238874582780732
148,0.15292176729248416,0.007201240304162476,0.2963765073153708
149,0.15162583060802953,0.010973365198987634,0.3393108695745468
150,0.1540831094787967,0.00839187771971546,0.29177866462204194
151,0.1514561740140761,0.00757877793816377,0.29627566246522796
152,0.15054810859503284,0.007620351406425905,0.2919039751092593
153,0.15102785479637884,0.008317178719913337,0.29598430709706414
154,0.14999790864606058,0.007179775567197088,0.29540903949075276
155,0.1501483486064019,0.007495264501880799,0.29042384525140125
156,0.14894141410627673,0.007901446205744548,0.33352513280179763
157,0.14898772480026368,0.007645499868207236,0.2956656912962596
158,0.15064674683155552,0.009651179522720736,0.28264108879698646
159,0.14911660013660308,0.007406721103575025,0.2982769360144933
160,0.1518258600465713,0.007477894446242656,0.3002857218186061
161,0.1480131868873873,0.0070828597283741435,0.2954409532248974
162,0.1478160590414078,0.008933140030964765,0.37248993913332623
163,0.14982968905279714,0.00832738570952371,0.31074795458051896
164,0.14708079205405328,0.011691521967886321,0.31946806361277896
165,0.15040473553442185,0.007087036348712533,0.3043001525931888
166,0.1474998909138864,0.006641605038390453,0.3149777443872558
167,0.14559113291963455,0.006595352577712776,0.29277506636248696
