Iteration,F1-Score,Accuracy,Specificity,Recall,Precision
1,0.4298067092895508,0.9850361943244934,0.9921500086784363,0.46110203862190247,0.4353845417499542
2,0.4370208978652954,0.9853334426879883,0.9926433563232422,0.4472886621952057,0.44340357184410095
3,0.43301627039909363,0.9859133362770081,0.9935932755470276,0.41946372389793396,0.46259644627571106
