Epoch,Train Loss,Train Unlabel Loss,Train Consistency Loss,Validation Loss
1,0.3520184912027851,0.08367948526373277,0.0036278130414967354,0.4027550170818965
2,0.2729770654632199,0.06976276819522564,0.0044047093000979375,0.45615583658218384
3,0.2676290028518246,0.06587656151789885,0.002915751047504063,0.44408174686961704
4,0.2573503272187325,0.05939055179747251,0.00350705069095756,0.42090235153834027
5,0.25032440500874675,0.05621769932600168,0.002783984454491964,0.3844935182068083
6,0.2390725189639676,0.058622051374270366,0.0026382060578236215,0.4399461117055681
7,0.24094873820581744,0.05526993736051596,0.002455912048641879,0.4135493619574441
8,0.23549807369709014,0.04962608476097767,0.0027416684593145665,0.3847727030515671
9,0.2285248533371956,0.04554780607040112,0.0036083621707243413,0.37673988772763145
10,0.22185304732091965,0.04428231111512734,0.003478365015381804,0.3536325933204757
11,0.21946352624124096,0.04508446947886394,0.0037743773132276077,0.3861474610037274
12,0.21948475770411952,0.043482074743280044,0.00406550566594188,0.3663252823882633
13,0.21432170435305564,0.04336493074034269,0.003909050777124671,0.39310649699634975
14,0.21402086432903045,0.041025339898008564,0.0046030227632190175,0.3873286677731408
15,0.2156436606760948,0.03762884266101397,0.004561263924607864,0.3441603266530567
16,0.21078574657440186,0.033883891670176615,0.004963423383350556,0.38025811728503967
17,0.20915241885569788,0.03228052209776181,0.004662297981289717,0.33701283319128883
18,0.20454111762585178,0.03432031640639672,0.005052662536931726,0.3586655689610375
19,0.2079245695183354,0.030983617873145984,0.004925934905902697,0.3264860187967618
20,0.20095083550099405,0.03371270872079409,0.004707293448826442,0.33299703482124543
21,0.2028772118591493,0.028659180021629885,0.005002826004504011,0.36242520229683983
22,0.20008800789233178,0.028730414850780598,0.00489903217038283,0.3499248582455847
23,0.19881063363244456,0.02796051205637363,0.005073150250917444,0.33959732121891445
24,0.19706383751284692,0.027988980853786836,0.005186961609153794,0.3388117568360435
25,0.1988487635889361,0.02472378986959274,0.004994622206028837,0.320121120247576
26,0.19519886037995737,0.02528622793750121,0.004970395651001196,0.3473919572101699
27,0.194517725802237,0.02602752664914498,0.004884551709087996,0.3277073461148474
28,0.1946494968668107,0.03135781074659182,0.004835353874099942,0.3693576695190536
29,0.19723190732540624,0.024646435463084624,0.004766949599322218,0.34820188250806594
30,0.1943288049390239,0.025895157585350367,0.005044780248919359,0.34340080122152966
31,0.19702019787603808,0.024454404757573055,0.004827320600788181,0.32709278414646786
32,0.19208219830066928,0.025049917629131904,0.004740342805878474,0.3328177672293451
33,0.19047931740360877,0.02499128458305047,0.004657004286463444,0.32126736889282864
34,0.1903294313338495,0.022958061586205777,0.0048434441550993,0.31040379487805897
35,0.18886703435451754,0.021699173791477313,0.0044588976432211125,0.31464070081710815
36,0.18913277291482494,0.02284534596479856,0.004476025238489875,0.3288121488359239
37,0.18899030570060976,0.022199633660224767,0.004834415634664206,0.3153098424275716
38,0.1872005097327694,0.022591855505911203,0.004755535188059394,0.3077791904409726
39,0.18819978737062024,0.022320091552459276,0.004388389356720906,0.31052913268407184
40,0.1864032845343313,0.02288117431677305,0.0045415116975513785,0.342255674302578
41,0.18640202226177338,0.021770942024886608,0.004575235622290235,0.33593448003133136
