Iteration,F1-Score,Accuracy,Specificity,Recall,Precision
1,0.5733000040054321,0.9970184564590454,0.9983652830123901,0.635520875453949,0.573795735836029
2,0.6308560967445374,0.9975788593292236,0.9987956285476685,0.6682152152061462,0.6644793748855591
3,0.6189676523208618,0.9972254633903503,0.9983513951301575,0.6932418346405029,0.5983642935752869
4,0.63233482837677,0.9972332715988159,0.9983268976211548,0.7054553031921387,0.5968157052993774
