Epoch,Train Loss,Train Consistency Loss,Validation Loss
1,0.3500565343326138,0.1292343579455098,0.4701789650652144
2,0.28808096406921263,0.10864198964033554,0.43434527185228133
3,0.2699159680835662,0.0999483700786064,0.42445238265726304
4,0.26375407663083844,0.0968940532696781,0.4343753440512551
5,0.25571298551174904,0.08899348596138741,0.4304211007224189
6,0.24695674498235026,0.08607788567445171,0.41783320075935787
7,0.2421106162571138,0.0810979811558083,0.45120811959107715
8,0.24345747963074715,0.08140008223812971,0.40710972911781734
9,0.23413319693457696,0.08511339367103221,0.42066734035809833
10,0.2401166525579268,0.07592381114390359,0.4214748094479243
11,0.22975985744307117,0.07237510583293971,0.38495934009552
12,0.22438696613234857,0.06823107855978297,0.3782072216272354
13,0.22182300504176847,0.06733022724736983,0.386791843507025
14,0.21818051117081796,0.06340320408344269,0.40049906075000763
15,0.2157239075629942,0.05847530937128102,0.3527331766155031
16,0.21178423521980164,0.06972470084455476,0.38038547502623665
17,0.2158219212485898,0.05797119010517846,0.3513678171568447
18,0.21100737519802587,0.05541748956624252,0.333384750617875
19,0.20671444794824045,0.05535951348494238,0.3725573445359866
20,0.21112595450493596,0.049788835694763195,0.3897734441690975
21,0.20472525444722944,0.04782087667219674,0.3538811132311821
22,0.20284040214553956,0.050444312560469357,0.3212428738673528
23,0.20203683376312256,0.04936859403639587,0.38331538604365456
24,0.20142435710276327,0.046727711724034,0.33564899530675674
25,0.20032541155815126,0.046536065415659945,0.3282497053345044
26,0.19884795767645683,0.04142565210697366,0.315323617723253
27,0.19927217546970613,0.041584601792604176,0.3338230947653453
28,0.19627840240155497,0.0446426173421874,0.3199422284960747
29,0.1953994720212875,0.04298544689012108,0.3620794605877664
30,0.19666693979693997,0.04327829943886444,0.3321959475676219
31,0.1948970320724672,0.04461135862589772,0.3271237479315864
32,0.19589136762003745,0.04294195932461255,0.32696444044510525
33,0.19247659906264275,0.045764378953113485,0.3451729069153468
34,0.19750830194642466,0.04228249584227355,0.32980232271883225
35,0.19269194506829784,0.042362254502168344,0.3612745735380385
36,0.19538680439995182,0.03890301237133012,0.3033764014641444
37,0.1904020856465063,0.037367936724157474,0.30373744087086785
38,0.18991446831533987,0.03585390015435753,0.3034207597374916
39,0.1886495316220868,0.03775146753707929,0.3115042174855868
40,0.18835513447561572,0.03614618082933906,0.34699174596203697
41,0.1881368003545269,0.03489103645030687,0.31809582975175643
42,0.19066236519044447,0.03516254104229052,0.31359413762887317
43,0.18870946639968503,0.039639215137976316,0.33287864757908714
44,0.18784953240425356,0.03270634558441034,0.31455962359905243
45,0.18674542903900146,0.03323602882116588,0.30385374774535495
46,0.18791231099636324,0.03359260176544759,0.30366164197524387
47,0.1853912765941312,0.033396219695681954,0.3387831714418199
48,0.18543958125575896,0.0344363299212349,0.32083358450068367
49,0.18660107677982699,0.03514499473038005,0.30628614127635956
50,0.18398408582133632,0.030976004648342062,0.29723063111305237
51,0.18261907610201067,0.03134772487318338,0.3268870421581798
52,0.18264349497133686,0.0320119168331374,0.3019575435254309
53,0.18386125689552676,0.03111676693852268,0.35394540429115295
54,0.18371790782097847,0.03160635037208671,0.3103930378953616
55,0.18279301005025064,0.03048262178008236,0.306430415974723
56,0.18091535500941738,0.029296130289448732,0.3438226555784543
57,0.18049363753487987,0.03192525145722859,0.29744984209537506
58,0.1815679036801861,0.028595305284235015,0.3186059875620736
59,0.17997015032076066,0.030135762029841764,0.3107817959454324
60,0.18072196370170962,0.030366523191332817,0.31038868178923923
61,0.179107599393014,0.029058903942246046,0.30726978100008434
62,0.18247468894527805,0.02872938287458313,0.31409986317157745
63,0.17906062228064384,0.030949736820228065,0.32116816606786514
64,0.17757990985147415,0.028484729549555637,0.29205669379896587
65,0.17672823754049116,0.030305853349837795,0.3179852192600568
66,0.18004878528656498,0.027061181587736998,0.31263653106159633
67,0.17665753037698806,0.02676604421281103,0.300139634973473
68,0.1779338680928753,0.027483088145060324,0.30056728339857525
69,0.17626367807388305,0.025524685576335707,0.296824697819021
70,0.17735861049544427,0.02776243598825896,0.29364849627017975
71,0.17723680859611882,0.03063705813751292,0.35402171065409976
72,0.17639991093066432,0.02723307751897556,0.30392618974049884
73,0.17333857724743504,0.025290572445895245,0.30095770044459236
74,0.1759482704824017,0.02719225584348636,0.33334612515237594
75,0.17236968076998188,0.02489378880153396,0.2983561141623391
76,0.17247909047911245,0.024982295874784243,0.32080694867504966
77,0.17212982283484551,0.024544464035043075,0.31532657477590775
78,0.17277450705728223,0.024077607833071432,0.3018506392836571
79,0.17159774082322274,0.027659315282284325,0.32055166446500355
80,0.1718113317604988,0.027909004226771752,0.29407173809078
81,0.17538418135335368,0.024035593466972236,0.30575447115633225
82,0.1745703406872288,0.02649929626052504,0.2930963743064139
83,0.1714837319427921,0.02258138663010366,0.28258098579115337
84,0.1698755818028604,0.025437823371655906,0.29945175184143913
85,0.1707690603310062,0.022689852279736036,0.28937872250874835
86,0.16955626606941224,0.022963997254620738,0.3208050901691119
87,0.16787735127633618,0.02171644143092988,0.2913304873638683
88,0.168661577663114,0.021270816047578606,0.2938050677378972
89,0.16781525208104042,0.022013178025719834,0.3101702597406175
90,0.16882615733531214,0.02296530455350876,0.3160079974267218
91,0.16869921674651484,0.02641501402788198,0.35475824690527386
92,0.17116866727029123,0.02258842036739659,0.28758728090259766
93,0.1667246042720733,0.021135445531290858,0.3080497251616584
94,0.1655161960471061,0.022556760695888037,0.3263396637307273
95,0.1703014966941649,0.02669231481016127,0.3110790054003398
96,0.16831013848704676,0.022191065294084263,0.29601946224768955
97,0.16771865967781313,0.021697990916002153,0.28897074113289517
98,0.16584970595375184,0.02096429008490114,0.30518985870811677
99,0.16472445937895006,0.020033180755354575,0.3044655629330211
100,0.16423219730777125,0.021011606011706502,0.29838619960678947
101,0.1643553405038772,0.02083252880499879,0.3168352444966634
102,0.16414348329267195,0.019331116840910555,0.32475175708532333
103,0.16328867981510778,0.01966480201165845,0.3063049970401658
104,0.16297577388824955,0.019204016163277982,0.31467270519998336
105,0.16241912832183222,0.0201667645779341,0.32121778113974464
106,0.16264077751867234,0.0188854835621679,0.2854095747073491
107,0.16261138867947364,0.018400477731961812,0.29922138733996284
108,0.16258801269915796,0.019048851998105867,0.3059392919143041
109,0.16188102076130528,0.01918297101145805,0.2781652468774054
110,0.16098574207675073,0.018513511755128404,0.29213617245356244
111,0.1600123018026352,0.02014704811762073,0.2957202336854405
112,0.16004888078858776,0.01944104751655415,0.2933192145493295
113,0.16014413804777206,0.01821720953196732,0.28129856040080387
114,0.15883853002902001,0.017376915579522725,0.2890743124816153
115,0.1591668072246736,0.018823168282188586,0.27058396819565034
116,0.1601470398326074,0.017868626139946837,0.286027402513557
117,0.15865450309168908,0.01754000005937779,0.29349498947461444
118,0.15805145896250203,0.018589903141802817,0.2726832562022739
119,0.15872884498488518,0.017408605831772533,0.2881492434276475
120,0.15721611332508825,0.018292865521316207,0.30155177497201496
121,0.15704019055251153,0.01734305996058592,0.2986719401346313
122,0.15715146314713263,0.017291011552868496,0.30918312403890824
123,0.15632013938119335,0.01730779114999433,0.31297603580686784
124,0.15502268393193522,0.019293629376690335,0.29759828994671506
125,0.15608395059262553,0.016172610459599033,0.28658246455921066
126,0.1545513796710199,0.016464916321991097,0.27746544861131245
127,0.15506116598844527,0.018297247922242577,0.3130277122060458
128,0.1554825936594317,0.01708745418477859,0.30336841775311363
129,0.15388895417413403,0.01642292572546806,0.2877679972185029
130,0.1543841875368549,0.015787581551764438,0.29358524166875416
131,0.15335620689776636,0.016477932562745774,0.2999235888322194
132,0.15244046295842817,0.016324142487580653,0.3054330175121625
133,0.1517873621275348,0.015847585560170126,0.2802367988559935
134,0.15270460800778482,0.015256167542356164,0.288892221947511
135,0.15111144559998665,0.01695463695188067,0.28556503189934623
136,0.15138179246456393,0.015861068602039743,0.2867109485798412
137,0.15138676503012258,0.019636305688477275,0.2977291378710005
138,0.15276099299230883,0.015472690686027505,0.29863443556759095
139,0.15023215831287445,0.015116726618204544,0.2881264661749204
140,0.1498113424547257,0.015727476133450644,0.2792866834335857
141,0.1495386769213984,0.014239633608776243,0.28789212389124763
142,0.14908452120519453,0.01403108280179883,0.30384760598341626
143,0.14906046140578486,0.01542767483407437,0.2990898887316386
144,0.14899057577694616,0.014981009191207921,0.31724350568321014
145,0.14807519066718317,0.014552839621623506,0.297436047759321
146,0.14935555299443584,0.014914111957065206,0.3076162975695398
147,0.14965279044643526,0.022823690144873378,0.2748936149809096
148,0.1518143813936941,0.014628048464933882,0.2832854919963413
149,0.14694015840368888,0.013415000158181386,0.2974965191549725
150,0.1467724316062466,0.013572857652637941,0.2929890933963988
151,0.14544444194724482,0.013654633953388947,0.2796267792582512
152,0.14520737956608495,0.018768492891494907,0.34940343019035125
153,0.15026041990326297,0.014636188363239391,0.29522936294476193
154,0.14582034080259262,0.016700053684858242,0.2940136277013355
155,0.14517269591169973,0.013438736130274943,0.28016087743971085
156,0.14427769833034085,0.013543767701667635,0.29721592118342716
157,0.14445208849445465,0.012979724096940525,0.2809203730689155
158,0.14354474775252804,0.013431140735967835,0.28384254541662
159,0.14391451756800375,0.013152603032206422,0.30298316727081936
160,0.14301227162922583,0.013338529435333922,0.3451724963055717
161,0.14392452682218243,0.012961416685981537,0.30182045698165894
162,0.14279246753261934,0.012499613965402789,0.2906334035926395
163,0.1420975804809601,0.012664957263910058,0.2887900198499362
164,0.14169963713615172,0.022118738887192152,0.31504971037308377
165,0.1444345595375184,0.013928907089380186,0.2836699965927336
166,0.1415055788332416,0.0137844196201038,0.2891770127332873
167,0.14152118986652742,0.012306080818343074,0.29444199055433273
168,0.1402101261481162,0.011967613000367115,0.27865927997562623
169,0.14080969205787106,0.012016055528630517,0.29347727447748184
170,0.14011209823431509,0.01225673729109008,0.2962648669878642
171,0.1396121108724225,0.014249901009250932,0.3019573349091742
172,0.14087094972210545,0.011848534519937056,0.29436670078171623
173,0.13951657784561958,0.012085614072631545,0.29884329189856845
174,0.13894515672037677,0.011942665315052467,0.3019450439347161
175,0.13895500648406245,0.011803848856587463,0.29983314209514195
176,0.13865523746898098,0.011532970863992154,0.3126368373632431
177,0.13838158937231188,0.012917560879697107,0.3078746530744765
178,0.13856156179981846,0.011447309071559515,0.2916708580321736
179,0.1374571696404488,0.01213491451579021,0.3009682032797072
180,0.13728258475180596,0.012127705349294996,0.29174941447046066
181,0.137077206421283,0.0114311269387158,0.2980339013867908
182,0.13681252319966594,0.010964134409189669,0.31602217339807087
183,0.13674458899805622,0.011072818586018994,0.29486721671289867
184,0.13608461839537467,0.011017375097457153,0.28192658474047977
185,0.1357117764411434,0.018042535465488684,0.3894538978735606
186,0.14325896934155494,0.014346052489396351,0.3084125874771012
187,0.13602340591530646,0.011264809831254073,0.2809394026796023
188,0.13487537070628136,0.011653995002383616,0.3059559315443039
189,0.13474975223502805,0.010910030913108321,0.2977331164810393
190,0.13432321260052343,0.010660021030691578,0.2810482299990124
191,0.13371291713368508,0.010720240529070594,0.28767211321327424
192,0.13353653165601914,0.01141569873234674,0.29174498716990155
193,0.13645498089251978,0.010763840186896164,0.2928152365816964
194,0.13356019513260933,0.010208882725060875,0.30030925820271176
195,0.13231522460137643,0.010442028079293113,0.2848108294937346
196,0.1326205043062087,0.010808945814175392,0.3086661770939827
197,0.13200021852408686,0.010938559095861751,0.30765361421638066
198,0.1318560123924286,0.01062908209165308,0.29913036939170623
199,0.1317529535101306,0.010447848935736649,0.2853784855041239
200,0.131735676286682,0.010662695379065933,0.2893052531613244
201,0.13099221861170185,0.010093524697612025,0.3076328792505794
202,0.1309853728740446,0.010363869765189602,0.30240381757418316
203,0.13036615036187632,0.01030394738651256,0.2982461601495743
204,0.13048438636525986,0.010654627276000693,0.303024990691079
205,0.13044290345522666,0.010911105791412627,0.27447203629546696
206,0.13063590973615646,0.01032283045212502,0.3231729980972078
207,0.1305931959421404,0.010392458664614763,0.2845398684342702
208,0.129968165918704,0.009776471815169302,0.2856985835565461
