Iteration,F1-Score,Accuracy,Specificity,Recall,Precision
1,0.5722436904907227,0.9852021932601929,0.9947518110275269,0.5235705375671387,0.674567699432373
2,0.6171748638153076,0.9867346286773682,0.9956095218658447,0.5575369596481323,0.7235181331634521
3,0.6068646907806396,0.9864920377731323,0.9957128763198853,0.5402899980545044,0.7214523553848267
4,0.6102455854415894,0.9864683151245117,0.9956411123275757,0.5425896644592285,0.7186071872711182
5,0.6067897081375122,0.9864470958709717,0.995853066444397,0.5314391851425171,0.724202036857605
