Epoch,Train Loss,Train Unlabel Loss,Train Consistency Loss,Validation Loss
1,0.3455949733334203,0.08848653819698554,0.021526995172294287,0.46979836954010856
2,0.27981854504154574,0.07617168710208856,0.02424000556079241,0.44942233131991494
3,0.28121589249180207,0.07595861485371223,0.015236652520700143,0.4849299622906579
4,0.2738325942908564,0.06852380659144658,0.011047867481381847,0.4227685183286667
5,0.2642059593431411,0.06378517663822725,0.008335493916932207,0.41968196630477905
6,0.2568762380269266,0.0602923977546967,0.00741053233639552,0.41546861827373505
7,0.24670197771441552,0.06748428843342341,0.009317789577807371,0.46582182082864976
8,0.26148983807333054,0.0673914417051352,0.012783321505412459,0.4299543235037062
9,0.25926154255867007,0.058298056056866276,0.006211438927297982,0.41855886081854504
10,0.24706102205861,0.05272889254757991,0.004340005436768899,0.42148903674549526
11,0.23808657796152177,0.05408024842349383,0.0047199513888559665,0.40381833414236706
12,0.23587271503863796,0.060623928646628675,0.004928093251342384,0.4471304267644882
13,0.24269761693093084,0.05445161461830139,0.005872424956984245,0.40991488595803577
14,0.23379318954483155,0.052373996262366954,0.006606994171698506,0.4059055083327823
15,0.2283036736711379,0.05430940338052236,0.006865822867705272,0.4449923237164815
16,0.23167742231199817,0.05658124891611246,0.0071710192938693445,0.4050097233719296
17,0.22805553482424828,0.04717726741845791,0.005503211147151887,0.37986716628074646
18,0.22042085239964146,0.04907486478869732,0.005344614184174973,0.4136348631646898
19,0.22071541951548668,0.04688178117458637,0.005459087435156107,0.39435695111751556
20,0.21884621295236772,0.047810721053526954,0.005433534544247848,0.4135380850897895
21,0.21840536863573135,0.047710834071040154,0.005166326941420826,0.4094095097647773
22,0.2208546241444926,0.04827981126996187,0.006456299907026382,0.41416031618913013
23,0.22087950177731053,0.0445099814580037,0.004882051702588796,0.40885281893942094
24,0.2126277289082927,0.04577765244130905,0.004687762978629997,0.40321895314587486
25,0.21302395126511975,0.04395467277902823,0.004702165538373475,0.3872414545880424
26,0.2124876658762655,0.0463556399425635,0.00607089835147445,0.39795765777428943
27,0.21200529384997582,0.0437253062828229,0.005596819457311469,0.43169861535231274
28,0.21382615133639304,0.04488959478644224,0.004906195715571252,0.3810965120792389
29,0.21259931604708396,0.04287897182198671,0.005072185542219533,0.41345420479774475
30,0.20648193695852834,0.041364361675312884,0.0056133304436046345,0.4008188909954495
31,0.20682031098873385,0.04282833243218752,0.006332062566294693,0.38079165750079685
32,0.20727850823633132,0.044370276022415896,0.004708703053900256,0.39204373955726624
33,0.2053621800676469,0.04182237876722446,0.0056644209893420335,0.40264029966460335
34,0.20577031297068443,0.04009087707560796,0.005478453097076943,0.4287640137804879
35,0.20521246790885925,0.04156759676451866,0.005081205727317586,0.41379449930455947
36,0.20305547589255918,0.04152973142380898,0.004975302590845296,0.38720302118195427
37,0.20311668371000596,0.04024030534693828,0.004824799775647429,0.3885137803024716
38,0.1990746259689331,0.03950729808555199,0.004835336682243416,0.40880366663138074
39,0.20088439910642564,0.03987265656200739,0.005776465777307749,0.3832116789287991
40,0.19977927082969296,0.037303801625967026,0.00488037820905447,0.4106108645598094
41,0.19732015863541633,0.039713631484370966,0.005210397929812853,0.37378944125440383
42,0.19724918853852055,0.037384956559309596,0.0051675128965423655,0.3909059547715717
43,0.1957927962464671,0.03701110293085758,0.0055762311407866385,0.38448682096269393
44,0.19593759448297562,0.03911430744024424,0.005880081168232629,0.4175218227836821
45,0.19590840301206036,0.036991413682699203,0.0056264677013342194,0.3750189459986157
46,0.19314610083256997,0.03814095576795248,0.005860355460586456,0.4307423879702886
47,0.19308302402496338,0.03597921448258253,0.005647647638733571,0.3691845229930348
48,0.19184666449023832,0.03634964007024582,0.0053329588272250615,0.36727684405114913
49,0.19181631476648392,0.0381499510544997,0.006001185822802095,0.36294404251707924
50,0.1908422771000093,0.03458458165136667,0.005864067243125576,0.3598119467496872
51,0.19030385113531542,0.03999791675462173,0.005876024314560569,0.3946746041377385
52,0.1946877832374265,0.04253735980735375,0.007231983674976688,0.3980676382780075
53,0.20032210321195665,0.03606461312335271,0.007525109625063264,0.38488857944806415
54,0.1919915670348752,0.034800600389448495,0.006045820782534205,0.3839899417426851
55,0.18817723258849114,0.03412087104068352,0.005791050525238881,0.38467806908819413
56,0.18756352845699556,0.03370373095743931,0.005581948125305084,0.38029173844390446
57,0.1865502469962643,0.035418246313929556,0.006006098484907013,0.3645111554198795
58,0.1887826241793171,0.0336179122615319,0.006022428255528211,0.38041095518403584
59,0.18602263081458306,0.032410030611432515,0.006001391498228678,0.4117018034060796
60,0.18694327637072533,0.03144884271403918,0.006120211928366468,0.3882027202182346
61,0.18758034667661114,0.03326826575570382,0.006314812740311026,0.3638412770297792
62,0.18464790899907388,0.031119061462008036,0.005794266442983196,0.3826463652981652
63,0.18310081458860827,0.031245106229415308,0.006147241431216781,0.3850337862968445
64,0.18592273304539342,0.031435039582160804,0.006199902256664175,0.4085014760494232
65,0.18372526755256038,0.030140873632178856,0.005944844600386344,0.37419307563039994
66,0.18311371284146463,0.03130144849419594,0.006428320559028249,0.38930707342094845
67,0.18325955492834892,0.031932464256309544,0.005924047261046676,0.3933310690853331
68,0.1817528317051549,0.03004712605705628,0.006272071048330802,0.3870023604896333
69,0.18136665080824205,0.030410286125082234,0.006435735272960021,0.3455997390879525
70,0.18095486731298507,0.031125231445408786,0.0062033094752293365,0.3535778216189808
71,0.18271917979563437,0.030073938647714946,0.006470601479164683,0.35478400935729343
72,0.181120283084531,0.02930119662330701,0.006096428292445265,0.3576629128721025
73,0.18214255754024752,0.029391493949179465,0.006284391421538133,0.365936950676971
74,0.18295272156115502,0.028558423513403305,0.0068361591762648175,0.37083760648965836
75,0.1804676491406656,0.02899975978697722,0.0070126223306243235,0.361572277214792
76,0.17954639830896932,0.028368453308939934,0.006537493124890786,0.3436541168226136
77,0.1805628655418273,0.02860906614133945,0.006743961830551808,0.34659384439388913
78,0.1796880099081224,0.027041362211681328,0.006723209012013215,0.3834296398692661
79,0.1789465094766309,0.026908958273438307,0.006590499363553066,0.3627881838215722
80,0.17851564768821962,0.02697598858234974,0.006703993728241095,0.35567934231625664
81,0.1786707813701322,0.027192490476255233,0.006972429815393227,0.35118509497907424
82,0.1781687951857044,0.027076916840787116,0.006251235428051307,0.3610942413409551
83,0.1791459882451642,0.027146963610385474,0.006451096428701511,0.35184356735812294
84,0.1813457537081934,0.028399111072604472,0.0066746661439538,0.37469349139266545
85,0.17936883895627914,0.027166543112924466,0.007195554953068495,0.3803628418180678
86,0.17834901136736717,0.026461449852929666,0.006383294397248672,0.3394136048025555
87,0.17667494118213653,0.025739351058235535,0.006537574758896461,0.34894944975773495
88,0.17620032131671906,0.025920886990542596,0.006856185065295834,0.356123901075787
89,0.17516628811436316,0.026223179397101587,0.006703533540264918,0.37461892598205143
90,0.17454034839907,0.02523949252298245,0.006465336838020728,0.36915776630242664
91,0.17449575864499614,0.025292932600356064,0.006491857351591954,0.37822531329260933
92,0.17367391778576757,0.025244888061514266,0.006523936245447168,0.38776084449556136
93,0.1741378148717265,0.02680159928993537,0.00643010544232451,0.3739448305633333
94,0.17449404251190923,0.024982323311269282,0.006531840749084949,0.3810308343834347
95,0.17352793880047337,0.02646970681559581,0.006620136877665153,0.3820151305860943
96,0.173148103394816,0.02524068024582588,0.006574081550710476,0.38244616157478756
97,0.17601173356656105,0.025959448788601618,0.006918476271228148,0.338255708416303
98,0.17286732696717785,0.02612759180080432,0.006806218405612386,0.36651905129353207
99,0.1724632941907452,0.025213497003110555,0.006744268013594242,0.35998229930798215
100,0.17197716130364327,0.024093548523691985,0.006404971428072223,0.34569064858886933
101,0.1716344339232291,0.02538930888359363,0.0061969498781344065,0.363978816403283
102,0.17182277094933293,0.024621138191567016,0.006523088004010228,0.35051389700836605
103,0.17018141573475254,0.023969883228150697,0.006530229453570568,0.35094019522269565
104,0.16988973934804238,0.024167287435669167,0.006155595376801032,0.3824887110127343
105,0.17080320845688543,0.027072121632786897,0.0064485854934901,0.42055870592594147
106,0.1707952287889296,0.023968446398010622,0.006300524063408375,0.3647666838434007
107,0.16987856886079233,0.024028843383376415,0.00631563443547258,0.35774780644310844
108,0.1694741392327893,0.025830742401572373,0.006215439962509733,0.3776041352086597
109,0.1685791463621201,0.023676199394349867,0.006014757073269441,0.36611764629681903
110,0.16790605946894616,0.02311991695314646,0.006165710460537902,0.3593769412901666
111,0.16683082369066055,0.02361145780350153,0.00588779216632247,0.3575722972551982
112,0.16688762826304282,0.023382474969212825,0.006027850379737524,0.3283093017008569
113,0.16635863021496802,0.02364679675262708,0.00606136592105031,0.33128249065743554
114,0.16819454162351546,0.023795083021888368,0.006017132056877017,0.37873298095332253
115,0.16613962092707235,0.023383294719343,0.00613984945946588,0.36397100074423683
116,0.16544619135318264,0.022614522034732194,0.006120001804083586,0.34526346458329094
117,0.16650382972532704,0.023170851428921405,0.005953083789119354,0.3806696997748481
118,0.16594543005189588,0.023069583875342057,0.005961692383369574,0.3486832504471143
119,0.1676127843318447,0.03085568740677375,0.008661849066041984,0.38009676502810585
120,0.17606322928782434,0.025194953840512496,0.007353837537364318,0.39112965762615204
121,0.166675254510295,0.023445337093793428,0.006428094047050063,0.35493188434176975
122,0.16384870006192115,0.022304608243016097,0.005974476970732212,0.35862597657574546
123,0.16272573778706212,0.022540569692276993,0.005948682254753434,0.3630648810002539
124,0.16424350113637987,0.022513615254026193,0.006284918148930257,0.3584054940276676
125,0.164129519558722,0.021944572361042865,0.0058861198548514106,0.3596040258804957
126,0.1624409523702437,0.022581866971002174,0.0060449793612441195,0.36784650054242873
127,0.16146289398593286,0.02256453540176153,0.006114623380395082,0.3771410907308261
128,0.1619732887514176,0.022411544821583307,0.006077063183944959,0.3846847050719791
129,0.1615767692365954,0.024964218658323472,0.00605702713275185,0.3879833370447159
130,0.16122492590258197,0.022423664724024444,0.005819607644270246,0.36887164993418586
131,0.1632491204046434,0.02332784324311293,0.005866443681029173,0.37656736705038285
132,0.16073191978277698,0.02252339838215938,0.005848084866570739,0.36793448362085557
133,0.15982038993989267,0.02178873631816644,0.006160529609769583,0.3694710036118825
134,0.1595889351540996,0.024485118859089338,0.005513474567291828,0.3940887865093019
135,0.16000572866009127,0.021861746878578114,0.005717884742010099,0.361866510576672
136,0.15961046334235898,0.022534081898629665,0.005931232869625091,0.35819076249996823
137,0.15983526533649814,0.0214210115516415,0.005632869143468829,0.35151074992285836
138,0.15916432565258395,0.02427787475574475,0.0062778500840067865,0.34284238517284393
139,0.16043286953241595,0.02151076074403066,0.005964349561299269,0.3453221528066529
140,0.15842864897943312,0.021376589298821413,0.006118399155541108,0.39419764777024585
141,0.15858601423040514,0.022143488348676608,0.005892234223966415,0.3730501996146308
142,0.15732024773474662,0.021722042918778384,0.005855219861349234,0.3873186906178792
143,0.15667492891511609,0.021196582211324803,0.005731383775575803,0.3564749202794499
144,0.15654522045966118,0.021485065195996026,0.005934160088117306,0.3673226402865516
145,0.1557863357567018,0.02148797520651267,0.005724865556336366,0.3676860315932168
146,0.15528075339332703,0.021526339893730786,0.0056513983541383195,0.34264130145311356
