Iteration,F1-Score,Accuracy,Specificity,Recall,Precision
1,0.5719038248062134,0.9851868152618408,0.9947437644004822,0.5231344103813171,0.6740291118621826
2,0.6030917167663574,0.9862080812454224,0.9954831004142761,0.5378323793411255,0.709778904914856
3,0.6096619367599487,0.9862388968467712,0.995284378528595,0.5486375093460083,0.7055842876434326
4,0.611713707447052,0.9862391948699951,0.9952490329742432,0.5502835512161255,0.7039216756820679
5,0.6128339171409607,0.9862912893295288,0.9952419996261597,0.553091287612915,0.7048499584197998
