Iteration,F1-Score,Accuracy,Specificity,Recall,Precision
2,0.43322762846946716,0.9847972989082336,0.9918863773345947,0.4656256139278412,0.4283604621887207
3,0.43162593245506287,0.9851858019828796,0.9925453066825867,0.4446844756603241,0.43883275985717773
4,0.4302935302257538,0.9854035377502441,0.9929094910621643,0.4338328540325165,0.44543758034706116
5,0.4274684488773346,0.9856039881706238,0.9932674765586853,0.42237213253974915,0.45252692699432373
