Epoch,Train Loss,Validation Loss
1,0.32256277751619533,0.3561106473207474
2,0.23947823186547068,0.2969404011964798
3,0.22706648214893826,0.34027470648288727
4,0.21684597988249893,0.2851497232913971
5,0.2127693450173079,0.3316390961408615
6,0.20710926837587762,0.35793474316596985
7,0.204359508545722,0.33214545249938965
8,0.2006100185089192,0.3383774161338806
9,0.1973296437980765,0.26911693066358566
10,0.196226907609883,0.31267884373664856
11,0.1919962129224155,0.26815618574619293
12,0.19191074005122913,0.40028926730155945
13,0.19481136883466932,0.3387494832277298
14,0.18905130022410618,0.29009246826171875
15,0.18988525166602457,0.2707426995038986
16,0.1870713070413824,0.3442770689725876
17,0.1877827146169493,0.28821639716625214
18,0.18547432497143745,0.2612156942486763
19,0.18974226271196948,0.2834095135331154
20,0.18296097717800383,0.27131684124469757
21,0.183488958657293,0.2915552258491516
22,0.18248437212432844,0.2625148892402649
23,0.1818994547603494,0.3298388421535492
24,0.18365486294536268,0.25639695674180984
25,0.1827225740683281,0.28886038064956665
26,0.18235571669825054,0.43307119607925415
27,0.1795055390793388,0.2990235984325409
28,0.17887366430486662,0.2803458571434021
29,0.17670906164636047,0.3397543132305145
30,0.179178351883666,0.2942843586206436
31,0.1811934937486204,0.2862264961004257
32,0.17875336596773841,0.2619979456067085
33,0.1790111767033399,0.26525961607694626
34,0.176550665270474,0.29342979192733765
35,0.1761414357539961,0.2592074051499367
36,0.17609390016582052,0.24892203509807587
37,0.17611497905799897,0.25351542234420776
38,0.17566987253346686,0.27509837597608566
39,0.17477232495606956,0.293170303106308
40,0.17485076927785145,0.25448668748140335
41,0.17331032196091392,0.27241209149360657
42,0.17339920817669166,0.3023342490196228
43,0.17241982547408444,0.27051231265068054
44,0.17103412362225986,0.2690965458750725
45,0.17225001594525272,0.2855526730418205
46,0.17199179934243025,0.27813149988651276
47,0.17023426022822574,0.25549881905317307
48,0.17359447334024866,0.2813335284590721
49,0.17019372799638974,0.2585742026567459
50,0.17009062900886698,0.27617197483778
51,0.16907060967158463,0.2985749840736389
52,0.1671480981601497,0.26120711863040924
53,0.1674033384770155,0.28859150409698486
54,0.16821764466368547,0.254724845290184
55,0.16928306585019928,0.27628935873508453
56,0.1667302082592653,0.2924731373786926
57,0.164784296021118,0.2583359479904175
58,0.16408081220115645,0.26319191604852676
59,0.16496568646723941,0.2555347830057144
60,0.16402335237648527,0.2584957629442215
61,0.16518279853261122,0.2519133910536766
62,0.163595622184418,0.2749541997909546
63,0.16460067614660426,0.22763888537883759
64,0.16309099290835655,0.2942751944065094
65,0.1645129364994118,0.25087765604257584
66,0.16205314875154173,0.23880856484174728
67,0.16163145078314564,0.3027285188436508
68,0.1610489003044569,0.2665104269981384
69,0.1608747678919364,0.30838607251644135
70,0.16172472507519237,0.2352452054619789
71,0.16303457149257095,0.23945825546979904
72,0.15985280745741676,0.25721029937267303
73,0.15900644284309978,0.23612941801548004
74,0.15845863173826266,0.24388810992240906
75,0.15740734158809913,0.3240067660808563
76,0.15758363166981834,0.26050277799367905
77,0.15696605588546245,0.23268026113510132
78,0.15673948720223824,0.29840725660324097
79,0.15539868564297588,0.3077944219112396
80,0.15673010187002562,0.2396693080663681
81,0.1551385303422556,0.32162731885910034
82,0.15535133650873678,0.2394966259598732
83,0.15573943488426129,0.2944965064525604
84,0.1541421427943949,0.2662196755409241
85,0.15371288359165192,0.3608715087175369
86,0.15596941495472091,0.25358355790376663
87,0.15266660736652754,0.255569189786911
88,0.15282366967807381,0.2630213350057602
89,0.15385500363753005,0.2583071142435074
90,0.15290152613010446,0.25599341839551926
91,0.1516200369066101,0.284087635576725
92,0.15062646681474426,0.24606715142726898
93,0.14991815227194358,0.2864842116832733
94,0.14962728760378846,0.2548026442527771
95,0.1500988492773751,0.24056990444660187
96,0.14872429033709786,0.3083702176809311
97,0.14815368212885777,0.2616022527217865
98,0.14807142168914866,0.263186015188694
99,0.1472718180867575,0.23737795650959015
100,0.14819159753368064,0.2806630879640579
101,0.14744248597930043,0.30307021737098694
102,0.14729709699118543,0.24362973123788834
103,0.14560375315279273,0.2617630213499069
104,0.1450413854761144,0.2919074296951294
105,0.14515571454066342,0.2723153084516525
106,0.1439468963545258,0.2686031460762024
107,0.14445712947744435,0.2893022149801254
108,0.14380179863359968,0.2772585451602936
109,0.14596312145813037,0.25931569188833237
110,0.1438229144314083,0.24917635321617126
111,0.14245879321785296,0.24633648991584778
112,0.14137467505189322,0.26629629731178284
113,0.14168027987293266,0.2411571368575096
