Iteration,F1-Score,Accuracy,Specificity,Recall,Precision
1,0.5723116397857666,0.9852003455162048,0.9947519302368164,0.5234581232070923,0.6744487285614014
2,0.6216531991958618,0.9865679740905762,0.9952726364135742,0.5661743879318237,0.7108932733535767
3,0.6187664270401001,0.9864681959152222,0.9952390193939209,0.562302827835083,0.7084934115409851
4,0.6139253377914429,0.986203670501709,0.9950470924377441,0.5588590502738953,0.698492169380188
5,0.6230836510658264,0.9863694906234741,0.9949561953544617,0.5717359781265259,0.6992064714431763
